,Player,Weight,Height,Position,Unnamed: 0_x,Rk,Age,Team_x,Pos,GP_x,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G_x,A_x,PTS,PIM_x,Awards,Unnamed: 0_y,Round,Draft Position,Team_y,Seasons,GP_y,G_y,A_y,TP,PIM_y,Year,PPS
0,Jonathan Bernier,184.0,72.0,G,68.0,69.0,21.0,LAK,G,400.0,359.0,164.0,160.0,40.0,1007.0,11544.0,10538.0,0.957,1.3,18.0,185:001378:15890:12768:213083:353177:092146:461993:112001:231859:542565:561306:27510:06,190.0,0.667,0.0,48.0,4.3,1.62,1.1,0.0,1.0,1.0,0.0,0,10,1,11,Los Angeles Kings,15,404,0,0,0,0,2006,0.0
1,Riku Helenius,211.0,75.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,1,15,Tampa Bay Lightning,1,1,0,0,0,0,2006,0.0
2,Semyon Varlamov,205.0,74.0,G,45.0,46.0,21.0,WSH,G,605.0,578.0,282.0,228.0,67.0,1530.0,18204.0,16674.0,0.929,2.55,41.0,1527:261560:033151:211949:393639:463306:503159:251347:472861:032839:122517:192116:561792:171334:441594:44,330.0,0.743,3.0,102.0,-1.3,2.87,4.2,0.0,1.0,1.0,0.0,0,22,1,23,Washington Capitals,17,621,0,0,0,0,2006,0.0
3,Leland Irving,177.0,72.0,G,110.0,69.0,23.0,CGY,G,13.0,12.0,3.0,4.0,4.0,36.0,367.0,331.0,0.912,3.19,0.0,394:25270:04,6.0,0.714,1.0,102.0,-0.3,3.8,1.4,0.0,0.0,0.0,0.0,0,25,1,26,Calgary Flames,2,13,0,0,0,0,2006,0.0
4,Michal Neuvirth,209.0,73.0,G,56.0,57.0,21.0,WSH,G,299.0,270.0,114.0,120.0,32.0,748.0,8466.0,7718.0,0.949,2.75,11.0,872:132689:292020:03723:08884:00766:57117:031849:451543:48305:571825:291363:381038:43365:38,141.0,1.0,4.0,97.0,1.2,3.1,2.9,0.0,0.0,0.0,0.0,0,33,2,34,Washington Capitals,11,257,0,0,0,0,2006,0.0
5,Jhonas Enroth,175.0,70.0,G,80.0,81.0,21.0,BUF,G,203.0,176.0,68.0,95.0,18.0,542.0,5883.0,5341.0,0.922,4.12,9.0,58:18769:241399:15623:261574:142833:362204:02629:34856:18274:26,91.0,0.778,0.0,122.0,-0.7,5.15,0.1,0.0,0.0,0.0,0.0,0,45,2,46,Buffalo Sabres,8,153,0,0,0,0,2006,0.0
6,Steve Mason,0.0,0.0,G,15.0,16.0,21.0,CBJ,G,435.0,414.0,179.0,171.0,58.0,1118.0,12462.0,11344.0,0.944,3.05,24.0,3201:283026:302533:411090:09712:05378:043485:362885:233150:263224:37684:53,206.0,0.667,15.0,111.0,-16.3,3.47,8.0,0.0,2.0,2.0,2.0,0,68,3,69,Columbus Blue Jackets,10,476,0,0,0,0,2006,0.0
7,Jeff Zatkoff,186.0,74.0,G,138.0,60.0,26.0,PIT,G,48.0,37.0,18.0,21.0,4.0,113.0,1230.0,1117.0,0.941,2.61,1.0,1171:2236:45732:03550:24,18.0,0.636,3.0,102.0,-0.9,3.07,3.4,0.0,1.0,1.0,0.0,0,73,3,74,Los Angeles Kings,6,48,0,0,0,0,2006,0.0
8,Daniel Larsson,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,91,3,92,Detroit Red Wings,1,0,0,0,0,0,2006,0.0
9,Joe Palmer,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95,4,96,Chicago Blackhawks,0,0,0,0,0,0,2006,0.0
10,James Reimer,220.0,74.0,G,85.0,31.0,22.0,TOR,G,541.0,495.0,232.0,191.0,70.0,1406.0,15829.0,14423.0,0.938,2.6,33.0,2080:091879:151856:091784:381766:532290:271809:01481:262324:352411:251805:111378:011331:062672:412538:001352:24,257.0,0.652,4.0,91.0,8.8,2.97,7.8,0.0,1.0,1.0,2.0,"Byng-22  ,  Calder-15",98,4,99,Toronto Maple Leafs,15,508,0,0,0,0,2006,0.0
11,Reto Berra,218.0,76.0,G,133.0,37.0,27.0,2TM,G,107.0,87.0,29.0,54.0,7.0,263.0,2657.0,2394.0,0.926,3.07,3.0,1720:141648:2371:51748:27720:43313:07181:57,41.0,1.0,7.0,125.0,-17.3,3.59,2.9,0.0,0.0,0.0,2.0,0,105,4,106,St. Louis Blues,5,76,0,0,0,0,2006,0.0
12,Jase Weslosky,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,107,4,108,New York Islanders,0,0,0,0,0,0,2006,0.0
13,Jakub Kovar,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,108,4,109,Philadelphia Flyers,0,0,0,0,0,0,2006,0.0
14,Richard Bachman,183.0,70.0,G,99.0,78.0,23.0,DAL,G,48.0,37.0,20.0,18.0,2.0,120.0,1242.0,1122.0,1.0,0.0,2.0,9:35933:05608:50138:43316:4359:52295:1160:00,19.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0,119,4,120,Dallas Stars,9,49,0,0,0,0,2006,0.0
15,Chad Johnson,197.0,75.0,G,67.0,68.0,23.0,NYR,G,211.0,175.0,82.0,83.0,15.0,517.0,5463.0,4946.0,0.954,2.35,9.0,280:4320:00246:371510:491052:492591:052013:121773:32810:29490:47319:42,86.0,0.75,0.0,92.0,1.0,2.56,0.9,0.0,1.0,1.0,0.0,0,124,5,125,Pittsburgh Penguins,9,192,0,0,0,0,2006,0.0
16,Brett Bennett,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,129,5,130,Phoenix Coyotes,0,0,0,0,0,0,2006,0.0
17,Niko Hovinen,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,131,5,132,Minnesota Wild,0,0,0,0,0,0,2006,0.0
18,Bryan Pitton,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,132,5,133,Edmonton Oilers,1,0,0,0,0,0,2006,0.0
19,Alex Kangas,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,134,5,135,Atlanta Thrashers,0,0,0,0,0,0,2006,0.0
20,Mark Dekanich,185.0,74.0,G,100.0,80.0,24.0,NSH,G,1.0,0.0,0.0,0.0,0.0,3.0,25.0,22.0,0.88,3.6,0.0,49:59,0.0,0.0,0.0,138.0,-0.8,3.6,0.1,0.0,0.0,0.0,0.0,0,145,5,146,Nashville Predators,1,1,0,0,0,0,2006,0.0
21,Ryan Daniels,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,150,5,151,Ottawa Senators,0,0,0,0,0,0,2006,0.0
22,Stefan Ridderwall,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,172,6,173,New York Islanders,0,0,0,0,0,0,2006,0.0
23,Michael Dupont,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,174,6,175,Philadelphia Flyers,0,0,0,0,0,0,2006,0.0
24,Marc Cheverie,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,192,7,193,Florida Panthers,0,0,0,0,0,0,2006,0.0
25,Billy Sauer,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200,7,201,Colorado Avalanche,0,0,0,0,0,0,2006,0.0
26,Joel Gistedt,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,248,2,36,Phoenix Coyotes,0,0,0,0,0,0,2007,0.0
27,Antoine Lafleur,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,260,2,48,New York Rangers,0,0,0,0,0,0,2007,0.0
28,Trevor Cann,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,261,2,49,Colorado Avalanche,0,0,0,0,0,0,2007,0.0
29,Jeremy Smith,177.0,72.0,G,186.0,63.0,27.0,COL,G,10.0,8.0,1.0,6.0,1.0,32.0,286.0,254.0,0.888,3.54,0.0,542:43,3.0,0.375,3.0,129.0,-7.2,4.09,0.8,0.0,0.0,0.0,0.0,0,266,2,54,Nashville Predators,5,10,0,0,0,0,2007,0.0
30,Timo Pielmeier,175.0,71.0,G,104.0,86.0,21.0,ANA,G,1.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,0.583,7.5,0.0,40:00,0.0,0.0,0.0,478.0,-4.0,9.0,-0.4,0.0,0.0,0.0,0.0,0,295,3,83,San Jose Sharks,1,1,0,0,0,0,2007,0.0
31,Josh Unice,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,298,3,86,Chicago Blackhawks,0,0,0,0,0,0,2007,0.0
32,Tyson Sexsmith,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,303,3,91,San Jose Sharks,1,0,0,0,0,0,2007,0.0
33,Sebastian Stefaniszin,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,310,4,98,Anaheim Ducks,0,0,0,0,0,0,2007,0.0
34,Kent Patterson,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,325,4,113,Colorado Avalanche,0,0,0,0,0,0,2007,0.0
35,Mattias Modig,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,333,4,121,Anaheim Ducks,0,0,0,0,0,0,2007,0.0
36,Linden Rowat,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,336,5,124,Los Angeles Kings,0,0,0,0,0,0,2007,0.0
37,Brad Eidsness,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,351,5,139,Buffalo Sabres,0,0,0,0,0,0,2007,0.0
38,Scott Darling,226.0,77.0,G,156.0,61.0,26.0,CHI,G,126.0,112.0,54.0,42.0,18.0,319.0,3484.0,3165.0,0.936,1.95,4.0,832:311560:011688:352475:07485:34,56.0,0.769,0.0,75.0,8.8,2.31,3.6,0.0,0.0,0.0,0.0,0,365,6,153,Phoenix Coyotes,5,126,0,0,0,0,2007,0.0
39,Dan Dunn,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,366,6,154,Washington Capitals,0,0,0,0,0,0,2007,0.0
40,Allen York,188.0,75.0,G,109.0,61.0,22.0,CBJ,G,11.0,5.0,3.0,2.0,0.0,16.0,199.0,183.0,0.92,2.3,0.0,416:42,3.0,0.6,0.0,93.0,1.2,2.74,1.4,0.0,0.0,0.0,0.0,0,370,6,158,Columbus Blue Jackets,1,11,0,0,0,0,2007,0.0
41,Brad Phillips,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,394,7,182,Philadelphia Flyers,0,0,0,0,0,0,2007,0.0
42,Torrie Jung,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,395,7,183,Tampa Bay Lightning,1,0,0,0,0,0,2007,0.0
43,Nick Eno,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,399,7,187,Buffalo Sabres,0,0,0,0,0,0,2007,0.0
44,Sergei Gaiduchenko,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,414,7,202,Florida Panthers,0,0,0,0,0,0,2007,0.0
45,Atte Engren,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,416,7,204,Nashville Predators,0,0,0,0,0,0,2007,0.0
46,Chet Pickard,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,441,1,18,Nashville Predators,1,0,0,0,0,0,2008,0.0
47,Tom McCollum,220.0,74.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,453,1,30,Detroit Red Wings,4,3,0,0,0,0,2008,0.0
48,Jacob Markström,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,454,2,31,Florida Panthers,15,508,0,0,0,0,2008,0.0
49,Jake Allen,203.0,74.0,G,121.0,46.0,22.0,STL,G,463.0,440.0,207.0,186.0,46.0,1228.0,13130.0,11902.0,0.927,2.46,24.0,803:532077:022583:223418:193316:582567:571339:041702:361947:402450:251986:531216:20770:33,228.0,0.667,4.0,108.0,-2.5,2.91,1.8,0.0,0.0,0.0,0.0,"AR-1  ,  Calder-17",457,2,34,St. Louis Blues,13,439,0,0,0,0,2008,0.0
50,Tyler Beskorowany,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,482,2,59,Dallas Stars,0,0,0,0,0,0,2008,0.0
51,Peter Delmas,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,484,2,61,Colorado Avalanche,0,0,0,0,0,0,2008,0.0
52,Michael Hutchinson,200.0,75.0,G,143.0,79.0,23.0,WPG,G,179.0,147.0,65.0,75.0,21.0,471.0,4721.0,4250.0,0.944,1.64,8.0,183:022138:221585:571378:20128:45496:10201:14294:56847:01787:0160:00421:5278:43755:2757:48,61.0,1.0,0.0,66.0,2.6,1.97,0.8,0.0,0.0,0.0,0.0,0,500,3,77,Boston Bruins,12,154,0,0,0,0,2008,0.0
53,Marco Cousineau,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,506,3,83,Anaheim Ducks,0,0,0,0,0,0,2008,0.0
54,Jacob DeSerres,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,507,3,84,Philadelphia Flyers,0,0,0,0,0,0,2008,0.0
55,Braden Holtby,211.0,74.0,G,89.0,61.0,21.0,WSH,G,513.0,501.0,299.0,143.0,50.0,1271.0,14881.0,13610.0,0.934,1.79,35.0,735:59360:342089:142656:204247:293841:113680:103067:483406:342743:101260:291318:28,286.0,0.667,2.0,76.0,6.9,2.04,2.8,0.0,1.0,1.0,0.0,0,516,4,93,Washington Capitals,12,513,0,0,0,0,2008,0.0
56,Harri Säteri,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,529,4,106,San Jose Sharks,4,15,0,0,0,0,2008,0.0
57,Jason Missiaen,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,539,4,116,Montréal Canadiens,1,0,0,0,0,0,2008,0.0
58,Dustin Tokarski,198.0,72.0,G,74.0,75.0,20.0,TBL,G,80.0,67.0,23.0,34.0,12.0,226.0,2301.0,2075.0,1.0,4.06,2.0,44:21243:35163:061004:58226:109:47729:261671:26209:24,31.0,0.0,0.0,211.0,-1.6,4.06,-0.1,0.0,0.0,0.0,0.0,0,545,5,122,Tampa Bay Lightning,12,81,0,0,0,0,2008,0.0
59,Kevin Poulin,206.0,74.0,G,91.0,67.0,20.0,NYI,G,50.0,44.0,18.0,25.0,3.0,140.0,1392.0,1252.0,0.924,2.44,0.0,491:19296:18257:371625:1965:00,17.0,0.714,1.0,88.0,2.8,2.81,1.9,0.0,0.0,0.0,0.0,0,549,5,126,New York Islanders,6,50,0,0,0,0,2008,0.0
60,Alexander Pechursky,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,573,5,150,Pittsburgh Penguins,1,1,0,0,0,0,2008,0.0
61,Christopher Carrozzi,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,577,6,154,Atlanta Thrashers,0,0,0,0,0,0,2008,0.0
62,Grant Rollheiser,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,581,6,158,Toronto Maple Leafs,0,0,0,0,0,0,2008,0.0
63,Mike Murphy,172.0,71.0,G,115.0,82.0,23.0,CAR,G,2.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,36:06,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0,588,6,165,Carolina Hurricanes,2,2,0,0,0,0,2008,0.0
64,Patrick Killeen,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,603,6,180,Pittsburgh Penguins,0,0,0,0,0,0,2008,0.0
65,Paul Karpowich,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,608,7,185,St. Louis Blues,0,0,0,0,0,0,2008,0.0
66,Morgan Clark,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,614,7,191,Vancouver Canucks,0,0,0,0,0,0,2008,0.0
67,Joacim Eriksson,189.0,73.0,G,146.0,88.0,23.0,VAN,G,1.0,0.0,0.0,0.0,0.0,6.0,31.0,25.0,0.806,9.99,0.0,36:02,0.0,0.0,0.0,225.0,-3.3,11.66,-0.2,0.0,0.0,0.0,0.0,0,619,7,196,Philadelphia Flyers,2,1,0,0,0,0,2008,0.0
68,Anders Lindbäck,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,630,7,207,Nashville Predators,7,130,0,0,0,0,2008,0.0
69,Mikko Koskinen,202.0,79.0,G,94.0,73.0,22.0,NYI,G,168.0,157.0,85.0,60.0,13.0,470.0,4997.0,4527.0,0.917,4.33,6.0,207:512991:512116:311437:392628:38,74.0,0.5,2.0,146.0,-4.7,4.91,0.1,0.0,0.0,0.0,0.0,0,665,2,31,New York Islanders,5,168,0,0,0,0,2009,0.0
70,Robin Lehner,240.0,76.0,G,92.0,68.0,19.0,OTT,G,400.0,379.0,171.0,151.0,54.0,1028.0,12366.0,11338.0,0.94,3.52,18.0,340:52299:07734:481942:101471:201164:053405:282852:012615:492055:281875:28180:001155:192546:39,210.0,0.833,2.0,129.0,-4.5,4.05,0.5,0.0,0.0,0.0,2.0,0,680,2,46,Ottawa Senators,15,364,0,0,0,0,2009,0.0
71,Anders Nilsson,232.0,78.0,G,112.0,78.0,21.0,NYI,G,226.0,202.0,83.0,106.0,18.0,633.0,6769.0,6136.0,0.923,2.75,8.0,217:481101:101500:351413:1787:181484:151463:412039:48717:561321:521093:16,88.0,0.667,0.0,103.0,-0.3,3.31,0.6,0.0,0.0,0.0,0.0,0,696,3,62,New York Islanders,8,161,0,0,0,0,2009,0.0
72,Igor Bobkov,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,710,3,76,Anaheim Ducks,2,0,0,0,0,0,2009,0.0
73,Matt Hackett,179.0,74.0,G,107.0,59.0,21.0,MIN,G,26.0,20.0,4.0,17.0,2.0,67.0,709.0,642.0,0.922,2.38,0.0,555:3459:12426:06250:15,8.0,0.5,2.0,90.0,2.4,2.81,2.0,0.0,0.0,0.0,0.0,0,711,3,77,Minnesota Wild,4,26,0,0,0,0,2009,0.0
74,Adam Morrison,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,715,3,81,Philadelphia Flyers,0,0,0,0,0,0,2009,0.0
75,Michael Lee,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,725,3,91,Phoenix Coyotes,0,0,0,0,0,0,2009,0.0
76,Jean-François Bérubé,0.0,0.0,G,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,729,4,95,Los Angeles Kings,6,40,0,0,0,0,2009,0.0
77,Eddie Pasquale,0.0,0.0,G,219.0,78.0,28.0,TBL,G,3.0,3.0,2.0,1.0,0.0,12.0,102.0,90.0,0.882,3.96,0.0,181:58,1.0,0.333,1.0,131.0,-2.8,4.29,0.3,0.0,0.0,0.0,0.0,0,751,4,117,Atlanta Thrashers,2,3,0,0,0,0,2009,0.0
78,Eddie Pasquale,0.0,0.0,G,219.0,78.0,28.0,TBL,G,3.0,3.0,2.0,1.0,0.0,12.0,102.0,90.0,0.882,3.96,0.0,181:58,1.0,0.333,1.0,131.0,-2.8,4.29,0.3,0.0,0.0,0.0,0.0,0,752,4,117,Atlanta Thrashers,2,3,0,0,0,0,2009,0.0
