,Player,Weight,Height,Position,Rk,Age,Team_x,GP_x,G_x,A_x,PTS,+/-,PIM_x,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Unnamed: 0_y,Round,Draft Position,Team_y,Seasons,GP_y,G_y,A_y,TP,PIM_y,Year,PPS
2354,Seth Barton,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617,3,81,Detroit Red Wings,0,0,0,0,0,0,2018,0.0
2359,Joey Keane,187.0,72.0,D,916.0,21.0,CAR,2.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,19:34,19:34,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2624,3,88,New York Rangers,2,2,0,0,0,2,2018,0.0
2361,Dmitri Semykin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626,3,90,Tampa Bay Lightning,0,0,0,0,0,0,2018,0.0
2370,Stanislav Demin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2635,4,99,Vegas Golden Knights,0,0,0,0,0,0,2018,0.0
2372,Nico Gross,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637,4,101,New York Rangers,0,0,0,0,0,0,2018,0.0
2380,Xavier Bernard,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2646,4,110,New Jersey Devils,0,0,0,0,0,0,2018,0.0
2382,Jack St. Ivany,0.0,0.0,D,862.0,24.0,PIT,14.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,25.0,191:50,13:42,0.0,0.0,0.0,14.0,30.0,5.0,3.0,2648,4,112,Philadelphia Flyers,2,33,0,2,2,19,2018,1.0
2386,Linus Cronholm,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653,4,117,Buffalo Sabres,0,0,0,0,0,0,2018,0.0
2387,Mac Hollowell,170.0,69.0,D,756.0,24.0,TOR,6.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,77:37,12:56,0.0,0.0,0.0,6.0,3.0,3.0,1.0,2654,4,118,Toronto Maple Leafs,1,6,0,2,2,2,2018,2.0
2390,Alex Green,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657,4,121,Tampa Bay Lightning,0,0,0,0,0,0,2018,0.0
2393,Miska Kukkonen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2661,5,125,Buffalo Sabres,0,0,0,0,0,0,2018,0.0
2395,Wyatte Wylie,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2663,5,127,Philadelphia Flyers,0,0,0,0,0,0,2018,0.0
2398,Toni Utunen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2666,5,130,Vancouver Canucks,0,0,0,0,0,0,2018,0.0
2399,Spencer Stastney,184.0,72.0,D,780.0,23.0,NSH,28.0,2.0,4.0,6.0,14.0,6.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,20.0,0.0,14.0,140:53,17:37,0.0,0.0,0.0,38.0,4.0,7.0,14.0,2667,5,131,Nashville Predators,3,28,2,4,6,6,2018,2.0
2409,Michael Callahan,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2678,5,142,Arizona Coyotes,0,0,0,0,0,0,2018,0.0
2410,Dennis Busby,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2681,5,145,Arizona Coyotes,0,0,0,0,0,0,2018,0.0
2411,Daniil Zhuravlyov,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2682,5,146,Colorado Avalanche,0,0,0,0,0,0,2018,0.0
2412,Simon Johansson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2684,5,148,Minnesota Wild,0,0,0,0,0,0,2018,0.0
2413,Filip Král,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2685,5,149,Toronto Maple Leafs,1,2,0,0,0,2,2018,0.0
2414,Declan Chisholm,185.0,73.0,D,935.0,22.0,WPG,64.0,6.0,12.0,18.0,-13.0,36.0,2.0,4.0,0.0,0.0,6.0,6.0,0.0,62.0,0.0,9.0,25:54,16:52,0.0,0.0,0.0,77.0,25.0,11.0,27.0,2686,5,150,Winnipeg Jets,3,58,4,12,16,20,2018,5.333333333333333
2415,Vladislav Yeryomenko,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687,5,151,Nashville Predators,0,0,0,0,0,0,2018,0.0
2416,Giovanni Vallati,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2689,5,153,Winnipeg Jets,0,0,0,0,0,0,2018,0.0
2417,Connor Corcoran,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690,5,154,Vegas Golden Knights,0,0,0,0,0,0,2018,0.0
2420,Tim Berni,192.0,72.0,D,704.0,22.0,CBJ,59.0,1.0,2.0,3.0,-26.0,34.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,1.7,119.0,1000:54,16:58,0.0,0.0,0.0,74.0,122.0,19.0,25.0,2695,6,159,Columbus Blue Jackets,1,59,1,2,3,34,2018,3.0
2421,Alex Kannok Leipert,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697,6,161,Washington Capitals,0,0,0,0,0,0,2018,0.0
2422,Simon Kjellberg,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699,6,163,New York Rangers,0,0,0,0,0,0,2018,0.0
2423,Michael Kesselring,190.0,76.0,D,722.0,23.0,ARI,74.0,5.0,19.0,24.0,10.0,72.0,5.0,0.0,0.0,2.0,19.0,0.0,0.0,84.0,0.0,25.0,153:51,17:06,0.0,0.0,0.0,66.0,118.0,16.0,31.0,2700,6,164,Edmonton Oilers,3,104,9,30,39,96,2018,13.0
2425,Jesper Sellgren,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702,6,166,Carolina Hurricanes,0,0,0,0,0,0,2018,0.0
2427,Dawson Barteaux,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704,6,168,Dallas Stars,0,0,0,0,0,0,2018,0.0
2436,Peter DiLiberatore,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2716,6,180,Vegas Golden Knights,0,0,0,0,0,0,2018,0.0
2437,Dustyn McFaul,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717,6,181,Boston Bruins,0,0,0,0,0,0,2018,0.0
2440,Xavier Bouchard,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2721,6,185,Vegas Golden Knights,0,0,0,0,0,0,2018,0.0
2442,William Worge Kreü,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723,7,187,Buffalo Sabres,0,0,0,0,0,0,2018,0.0
2450,Christian Krygier,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2732,7,196,New York Islanders,0,0,0,0,0,0,2018,0.0
2453,Tyler Tucker,204.0,73.0,D,698.0,22.0,STL,52.0,2.0,4.0,6.0,-8.0,73.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,4.8,54.0,380:41,14:39,0.0,0.0,0.0,53.0,114.0,11.0,15.0,2736,7,200,St. Louis Blues,2,52,2,4,6,73,2018,3.0
2454,Cole Krygier,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2737,7,201,Florida Panthers,0,0,0,0,0,0,2018,0.0
2458,Radim Salda,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742,7,206,Tampa Bay Lightning,0,0,0,0,0,0,2018,0.0
2459,Santtu Kinnunen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2743,7,207,Florida Panthers,0,0,0,0,0,0,2018,0.0
2469,Bowen Byram,190.0,73.0,D,693.0,19.0,COL,237.0,37.0,64.0,101.0,15.0,179.0,33.0,3.0,1.0,3.0,58.0,6.0,0.0,303.0,0.0,43.0,332:43,21:53,0.0,0.0,0.0,301.0,356.0,68.0,102.0,2757,1,4,Colorado Avalanche,5,195,30,60,90,144,2019,18.0
2471,Moritz Seider,197.0,76.0,D,133.0,20.0,DET,246.0,21.0,113.0,134.0,-27.0,125.0,14.0,6.0,1.0,5.0,62.0,47.0,4.0,462.0,3.7,355.0,1889:22,23:09,0.0,0.0,0.0,564.0,569.0,111.0,133.0,2759,1,6,Detroit Red Wings,4,276,25,125,150,145,2019,37.5
2473,Philip Broberg,199.0,75.0,D,740.0,20.0,EDM,81.0,2.0,11.0,13.0,-5.0,10.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,67.0,3.4,60.0,309:48,13:28,0.0,0.0,0.0,55.0,42.0,19.0,42.0,2761,1,8,Edmonton Oilers,4,101,4,21,25,16,2019,6.25
2476,Victor Söderström,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2764,1,11,Arizona Coyotes,4,53,1,10,11,30,2019,2.75
2478,Cam York,175.0,71.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2767,1,14,Philadelphia Flyers,5,187,18,47,65,80,2019,13.0
2482,Thomas Harley,190.0,75.0,D,716.0,20.0,DAL,119.0,16.0,37.0,53.0,29.0,26.0,14.0,1.0,1.0,3.0,29.0,8.0,0.0,188.0,2.8,85.0,465:27,21:01,0.0,0.0,0.0,173.0,98.0,46.0,82.0,2771,1,18,Dallas Stars,5,148,20,47,67,32,2019,13.4
2483,Lassi Thomson,190.0,72.0,D,698.0,21.0,OTT,18.0,0.0,5.0,5.0,-10.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,19.0,0.0,39.0,275:53,17:15,0.0,0.0,0.0,9.0,25.0,6.0,7.0,2772,1,19,Ottawa Senators,2,18,0,5,5,6,2019,2.5
2484,Ville Heinola,178.0,71.0,D,624.0,18.0,WPG,35.0,1.0,10.0,11.0,-6.0,18.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,49.0,10.0,18.0,144:30,18:04,0.0,0.0,0.0,28.0,21.0,11.0,30.0,2773,1,20,Winnipeg Jets,5,42,1,10,11,20,2019,2.2
2486,Tobias Björnfot,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2775,1,22,Los Angeles Kings,5,120,1,14,15,28,2019,3.0
2495,Ryan Johnson,170.0,72.0,D,617.0,33.0,VAN,133.0,2.0,16.0,18.0,-3.0,32.0,2.0,0.0,0.0,2.0,16.0,0.0,0.0,79.0,5.3,45.0,615:58,13:52,282.0,254.0,52.6,158.0,70.0,28.0,29.0,2784,1,31,Buffalo Sabres,2,44,0,7,7,16,2019,3.5
2499,Antti Tuomisto,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2788,2,35,Detroit Red Wings,0,0,0,0,0,0,2019,0.0
2501,Jackson LaCombe,171.0,73.0,D,980.0,22.0,ANA,73.0,2.0,15.0,17.0,-25.0,24.0,2.0,0.0,0.0,1.0,12.0,2.0,1.0,56.0,0.0,1.0,36:57,19:23,0.0,0.0,0.0,138.0,51.0,31.0,35.0,2792,2,39,Anaheim Ducks,3,95,8,19,27,28,2019,9.0
2503,Kaedan Korczak,202.0,75.0,D,1017.0,21.0,VEG,37.0,1.0,10.0,11.0,10.0,8.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,48.0,0.0,1.0,16:37,17:34,0.0,0.0,0.0,40.0,68.0,10.0,13.0,2794,2,41,Vegas Golden Knights,4,54,1,13,14,8,2019,3.5
2505,Alex Vlasic,0.0,0.0,D,823.0,20.0,CHI,97.0,3.0,16.0,19.0,-7.0,47.0,3.0,0.0,0.0,1.0,14.0,2.0,0.0,87.0,8.3,21.0,214:38,21:29,0.0,0.0,0.0,173.0,76.0,70.0,53.0,2796,2,43,Chicago Blackhawks,4,128,5,30,35,49,2019,8.75
2508,Jayden Struble,0.0,0.0,D,571.0,22.0,MTL,56.0,3.0,7.0,10.0,-3.0,57.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,47.0,6.4,126.0,902:16,16:07,0.0,0.0,0.0,53.0,121.0,22.0,34.0,2799,2,46,Montréal Canadiens,2,78,5,10,15,86,2019,7.5
2509,Drew Helleson,190.0,75.0,D,827.0,21.0,ANA,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,5.0,40:57,13:39,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2800,2,47,Colorado Avalanche,2,13,2,3,5,8,2019,2.5
2510,Artemi Knyazev,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801,2,48,San Jose Sharks,1,1,0,0,0,0,2019,0.0
2511,Matthew Robertson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802,2,49,New York Rangers,1,0,0,0,0,0,2019,0.0
2513,Simon Lundmark,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2804,2,51,Winnipeg Jets,0,0,0,0,0,0,2019,0.0
2514,Vladislav Kolyachonok,193.0,73.0,D,751.0,20.0,ARI,39.0,2.0,5.0,7.0,5.0,8.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,4.2,54.0,507:07,15:51,0.0,0.0,0.0,44.0,45.0,14.0,29.0,2805,2,52,Florida Panthers,4,54,4,8,12,10,2019,3.0
2519,Samuel Bolduc,220.0,76.0,D,705.0,22.0,NYI,51.0,4.0,4.0,8.0,1.0,8.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,52.0,10.0,49.0,244:49,14:24,0.0,0.0,0.0,56.0,70.0,4.0,23.0,2810,2,57,New York Islanders,3,52,4,4,8,8,2019,2.6666666666666665
2521,Albert Johansson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2813,2,60,Detroit Red Wings,1,15,0,1,1,2,2019,1.0
2522,Nikita Okhotyuk,0.0,0.0,D,808.0,21.0,NJD,119.0,4.0,17.0,21.0,-49.0,100.0,4.0,0.0,0.0,3.0,17.0,0.0,0.0,115.0,20.0,13.0,75:26,16:27,0.0,0.0,0.0,170.0,341.0,28.0,68.0,2814,2,61,New Jersey Devils,3,67,3,9,12,52,2019,4.0
2525,Mattias Norlinder,185.0,72.0,D,880.0,21.0,MTL,6.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,73:45,12:18,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2817,3,64,Montréal Canadiens,1,6,0,1,1,2,2019,1.0
2528,Zac Jones,185.0,71.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2821,3,68,New York Rangers,5,93,4,21,25,24,2019,5.0
2529,John Ludvig,213.0,73.0,D,675.0,23.0,PIT,33.0,3.0,2.0,5.0,-12.0,47.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,24.0,12.5,53.0,389:36,11:48,0.0,0.0,0.0,33.0,72.0,3.0,9.0,2822,3,69,Florida Panthers,2,41,3,4,7,53,2019,3.5
2530,Daniil Misyul,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2823,3,70,New Jersey Devils,1,1,0,0,0,0,2019,0.0
2531,Ronnie Attard,208.0,75.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825,3,72,Philadelphia Flyers,3,29,2,4,6,14,2019,2.0
2536,Gianni Fairbrother,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2830,3,77,Montréal Canadiens,0,0,0,0,0,0,2019,0.0
2541,Michael Vukojevic,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835,3,82,New Jersey Devils,0,0,0,0,0,0,2019,0.0
2542,Anttoni Honka,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2836,3,83,Carolina Hurricanes,0,0,0,0,0,0,2019,0.0
2543,Mikko Kokkonen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837,3,84,Toronto Maple Leafs,0,0,0,0,0,0,2019,0.0
2544,Layton Ahac,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839,3,86,Vegas Golden Knights,0,0,0,0,0,0,2019,0.0
2547,Domenick Fensore,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2843,3,90,Carolina Hurricanes,0,0,0,0,0,0,2019,0.0
2551,Jordan Spence,180.0,70.0,D,624.0,20.0,LAK,101.0,4.0,29.0,33.0,6.0,14.0,3.0,1.0,0.0,1.0,22.0,7.0,0.0,127.0,4.9,99.0,473:51,19:45,0.0,0.0,0.0,87.0,102.0,10.0,32.0,2848,4,95,Los Angeles Kings,4,130,6,34,40,26,2019,10.0
2555,Cade Webber,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2852,4,99,Carolina Hurricanes,0,0,0,0,0,0,2019,0.0
2557,Henry Thrun,190.0,74.0,D,781.0,21.0,SJS,59.0,3.0,10.0,13.0,-25.0,16.0,1.0,2.0,0.0,0.0,8.0,2.0,0.0,55.0,0.0,19.0,158:55,19:60,0.0,0.0,0.0,80.0,30.0,18.0,34.0,2854,4,101,Anaheim Ducks,3,86,3,18,21,31,2019,7.0
2559,Mason Millman,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856,4,103,Philadelphia Flyers,0,0,0,0,0,0,2019,0.0
2560,Eric Hjorth,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2857,4,104,Columbus Blue Jackets,0,0,0,0,0,0,2019,0.0
2562,Carter Berger,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859,4,106,Florida Panthers,0,0,0,0,0,0,2019,0.0
2565,Marc Del Gaizo,188.0,71.0,D,721.0,24.0,NSH,9.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,26.0,148:09,16:28,0.0,0.0,0.0,10.0,20.0,4.0,4.0,2862,4,109,Nashville Predators,2,28,0,6,6,12,2019,3.0
2567,Samuel Sjölund,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2864,4,111,Dallas Stars,0,0,0,0,0,0,2019,0.0
2568,Hunter Skinner,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2865,4,112,New York Rangers,0,0,0,0,0,0,2019,0.0
2573,Semyon Chistyakov,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2870,4,117,Nashville Predators,0,0,0,0,0,0,2019,0.0
2574,Case McCarthy,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2871,4,118,New Jersey Devils,0,0,0,0,0,0,2019,0.0
