,Player,Weight,Height,Position,Rk,Age,Team_x,GP_x,G_x,A_x,PTS,+/-,PIM_x,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Unnamed: 0_y,Round,Draft Position,Team_y,Seasons,GP_y,G_y,A_y,TP,PIM_y,Year,PPS
219,Taylor Ellington,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,2,33,Vancouver Canucks,0,0,0,0,0,0,2007,0.0
220,Josh Godfrey,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,2,34,Washington Capitals,0,0,0,0,0,0,2007,0.0
221,Tommy Cross,205.0,75.0,D,749.0,26.0,BOS,3.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,39:16,13:05,0.0,0.0,0.0,1.0,3.0,0.0,0.0,247,2,35,Boston Bruins,2,3,0,1,1,0,2007,0.5
226,Kevin Marshall,191.0,73.0,D,912.0,22.0,PHI,10.0,0.0,0.0,0.0,-1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,87:36,8:46,0.0,0.0,0.0,4.0,8.0,2.0,1.0,253,2,41,Philadelphia Flyers,1,10,0,0,0,8,2007,0.0
228,P.K. Subban,210.0,72.0,D,733.0,20.0,MTL,834.0,115.0,352.0,467.0,5.0,905.0,65.0,49.0,1.0,18.0,208.0,140.0,4.0,1963.0,0.0,9.0,40:12,26:22,0.0,0.0,0.0,1112.0,1044.0,303.0,863.0,255,2,43,Montréal Canadiens,13,834,115,352,467,905,2007,35.92307692307692
230,Colby Cohen,200.0,74.0,D,842.0,21.0,COL,3.0,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,53:12,17:44,0.0,0.0,0.0,3.0,4.0,2.0,0.0,257,2,45,Colorado Avalanche,1,3,0,0,0,4,2007,0.0
231,Theo Ruth,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,2,46,Washington Capitals,0,0,0,0,0,0,2007,0.0
236,Will Weber,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,2,53,Columbus Blue Jackets,0,0,0,0,0,0,2007,0.0
241,Drew Schiestel,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,2,59,Buffalo Sabres,0,0,0,0,0,0,2007,0.0
244,Mark Katic,0.0,0.0,D,766.0,21.0,NYI,11.0,0.0,1.0,1.0,-9.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,14.0,180:42,16:26,0.0,0.0,0.0,21.0,8.0,13.0,4.0,274,3,62,New York Islanders,1,11,0,1,1,4,2007,1.0
252,John Negrin,195.0,74.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,3,70,Calgary Flames,1,3,0,1,1,2,2007,1.0
255,Yannick Weber,200.0,71.0,D,956.0,21.0,MTL,496.0,28.0,65.0,93.0,-27.0,193.0,16.0,12.0,0.0,5.0,45.0,20.0,0.0,633.0,0.0,15.0,69:23,18:50,0.0,0.0,0.0,381.0,475.0,95.0,203.0,285,3,73,Montréal Canadiens,13,499,28,66,94,195,2007,7.230769230769231
260,Robert Bortuzzo,216.0,76.0,D,834.0,22.0,PIT,638.0,23.0,59.0,82.0,30.0,631.0,23.0,0.0,0.0,3.0,57.0,0.0,2.0,584.0,0.0,7.0,65:24,15:29,0.0,0.0,0.0,823.0,1290.0,70.0,156.0,290,3,78,Pittsburgh Penguins,14,575,20,56,76,533,2007,5.428571428571429
267,Corbin McPherson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,3,87,New Jersey Devils,0,0,0,0,0,0,2007,0.0
272,Steven Kampfer,198.0,71.0,D,508.0,22.0,BOS,265.0,18.0,28.0,46.0,-4.0,122.0,16.0,2.0,0.0,2.0,20.0,8.0,0.0,311.0,8.8,130.0,673:50,18:17,0.0,0.0,0.0,346.0,371.0,54.0,68.0,305,4,93,Anaheim Ducks,9,231,15,24,39,110,2007,4.333333333333333
274,Alec Martinez,209.0,73.0,D,896.0,22.0,LAK,869.0,86.0,207.0,293.0,84.0,265.0,65.0,19.0,2.0,16.0,138.0,67.0,2.0,1242.0,0.0,9.0,61:38,22:52,0.0,0.0,0.0,1920.0,1060.0,149.0,540.0,307,4,95,Los Angeles Kings,16,833,84,197,281,242,2007,17.5625
275,Cade Fairchild,190.0,71.0,D,774.0,23.0,STL,5.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,48:16,9:39,0.0,0.0,0.0,4.0,1.0,0.0,0.0,308,4,96,St. Louis Blues,1,5,0,1,1,0,2007,1.0
288,Justin Falk,223.0,77.0,D,842.0,21.0,MIN,297.0,4.0,31.0,35.0,-72.0,233.0,3.0,1.0,0.0,0.0,30.0,0.0,1.0,219.0,0.0,2.0,22:38,9:08,0.0,0.0,0.0,353.0,515.0,38.0,105.0,322,4,110,Minnesota Wild,10,279,3,30,33,219,2007,3.3
293,Keith Aulie,222.0,78.0,D,688.0,21.0,TOR,203.0,4.0,13.0,17.0,-20.0,225.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,136.0,6.3,76.0,765:02,9:49,0.0,0.0,0.0,244.0,421.0,22.0,103.0,328,4,116,Calgary Flames,5,167,4,10,14,196,2007,2.8
295,Alex Grant,210.0,75.0,D,704.0,25.0,ANA,7.0,2.0,0.0,2.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,7.0,24:21,13:14,0.0,0.0,0.0,2.0,8.0,1.0,0.0,330,4,118,Pittsburgh Penguins,2,7,2,0,2,9,2007,1.0
297,Ben Blood,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,4,120,Ottawa Senators,0,0,0,0,0,0,2007,0.0
299,Maxim Goncharov,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,5,123,Phoenix Coyotes,0,0,0,0,0,0,2007,0.0
301,Joe Lavin,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,5,126,Chicago Blackhawks,0,0,0,0,0,0,2007,0.0
305,Denis Reul,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,5,130,Boston Bruins,0,0,0,0,0,0,2007,0.0
306,John Lee,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,5,131,Florida Panthers,0,0,0,0,0,0,2007,0.0
308,Joe Stejskal,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,5,133,Montréal Canadiens,0,0,0,0,0,0,2007,0.0
309,Juraj Mikus,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,5,134,Toronto Maple Leafs,0,0,0,0,0,0,2007,0.0
315,Jake Muzzin,213.0,75.0,D,784.0,21.0,LAK,763.0,78.0,253.0,331.0,83.0,446.0,57.0,20.0,1.0,10.0,191.0,55.0,7.0,1541.0,0.0,20.0,150:51,23:04,0.0,0.0,0.0,1143.0,1646.0,188.0,731.0,353,5,141,Pittsburgh Penguins,13,683,69,225,294,399,2007,22.615384615384617
327,Jens Hellgren,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367,6,155,Colorado Avalanche,0,0,0,0,0,0,2007,0.0
330,Alain Goulet,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,6,159,Boston Bruins,0,0,0,0,0,0,2007,0.0
333,Brett Bellemore,225.0,76.0,D,636.0,24.0,CAR,121.0,4.0,16.0,20.0,-2.0,79.0,4.0,0.0,0.0,1.0,16.0,0.0,0.0,83.0,0.0,18.0,110:07,17:28,0.0,0.0,0.0,165.0,331.0,33.0,71.0,374,6,162,Carolina Hurricanes,3,121,4,16,20,79,2007,6.666666666666667
334,Nichlas Torp,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,6,163,Montréal Canadiens,0,0,0,0,0,0,2007,0.0
337,Blake Kessel,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,6,166,New York Islanders,0,0,0,0,0,0,2007,0.0
340,Radim Ostrcil,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,6,169,Boston Bruins,0,0,0,0,0,0,2007,0.0
341,Harri Ilvonen,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,6,170,Minnesota Wild,0,0,0,0,0,0,2007,0.0
345,Robert Dietrich,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386,6,174,Nashville Predators,0,0,0,0,0,0,2007,0.0
352,Corey Syvret,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,6,181,Florida Panthers,0,0,0,0,0,0,2007,0.0
353,Josh Kidd,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396,7,184,Los Angeles Kings,0,0,0,0,0,0,2007,0.0
360,Scott Kishel,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,7,192,Montréal Canadiens,0,0,0,0,0,0,2007,0.0
362,Carl Gunnarsson,198.0,74.0,D,425.0,23.0,TOR,629.0,30.0,108.0,138.0,55.0,179.0,28.0,2.0,0.0,5.0,92.0,13.0,3.0,533.0,6.7,108.0,921:57,21:42,0.0,1.0,0.0,1101.0,700.0,150.0,331.0,406,7,194,Toronto Maple Leafs,12,629,30,108,138,179,2007,11.5
364,Simon Lacroix,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,7,196,New York Islanders,0,0,0,0,0,0,2007,0.0
365,Michael Ward,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409,7,197,Tampa Bay Lightning,0,0,0,0,0,0,2007,0.0
369,Justin Braun,205.0,74.0,D,484.0,23.0,SJS,911.0,40.0,177.0,217.0,25.0,353.0,36.0,4.0,0.0,1.0,167.0,8.0,2.0,1166.0,4.5,112.0,462:00,21:20,0.0,0.0,0.0,1435.0,1167.0,299.0,471.0,413,7,201,San Jose Sharks,13,842,34,165,199,317,2007,15.307692307692308
371,Paul Postma,195.0,75.0,D,941.0,21.0,ATL,205.0,10.0,25.0,35.0,-5.0,51.0,6.0,4.0,0.0,1.0,23.0,2.0,0.0,183.0,0.0,1.0,9:55,9:55,0.0,0.0,0.0,153.0,118.0,44.0,96.0,417,7,205,Atlanta Thrashers,8,205,10,25,35,51,2007,4.375
373,Ryan Molle,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419,7,207,New Jersey Devils,0,0,0,0,0,0,2007,0.0
374,Bryan Rufenach,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,7,208,Detroit Red Wings,0,0,0,0,0,0,2007,0.0
375,Drew MacKenzie,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421,7,209,Buffalo Sabres,0,0,0,0,0,0,2007,0.0
379,Drew Doughty,202.0,73.0,D,56.0,20.0,LAK,1096.0,150.0,492.0,642.0,77.0,713.0,71.0,77.0,2.0,32.0,281.0,204.0,7.0,2317.0,11.3,315.0,2047:57,28:60,0.0,0.0,0.0,1458.0,1904.0,252.0,1026.0,425,1,2,Los Angeles Kings,17,1177,156,513,669,769,2008,39.35294117647059
380,Zach Bogosian,226.0,75.0,D,312.0,19.0,ATL,955.0,58.0,191.0,249.0,-77.0,894.0,49.0,7.0,2.0,6.0,159.0,26.0,6.0,1619.0,6.5,339.0,1734:12,26:39,0.0,0.0,0.0,1296.0,1798.0,243.0,536.0,426,1,3,Atlanta Thrashers,17,879,62,171,233,795,2008,13.705882352941176
381,Alex Pietrangelo,210.0,75.0,D,722.0,20.0,STL,1008.0,144.0,459.0,603.0,112.0,337.0,105.0,38.0,1.0,32.0,293.0,151.0,15.0,2458.0,14.3,25.0,149:10,26:18,0.0,0.0,0.0,1954.0,717.0,654.0,545.0,427,1,4,St. Louis Blues,17,1044,146,473,619,343,2008,36.41176470588236
382,Luke Schenn,221.0,74.0,D,398.0,20.0,TOR,1094.0,49.0,175.0,224.0,-29.0,918.0,46.0,2.0,1.0,3.0,167.0,1.0,7.0,1296.0,5.0,246.0,1333:18,22:22,0.0,0.0,0.0,1638.0,3811.0,231.0,655.0,428,1,5,Toronto Maple Leafs,17,1027,44,155,199,834,2008,11.705882352941176
389,Tyler Myers,229.0,80.0,D,112.0,19.0,BUF,1066.0,100.0,299.0,399.0,3.0,864.0,73.0,21.0,6.0,19.0,212.0,77.0,10.0,1731.0,10.6,257.0,1946:33,25:04,0.0,0.0,0.0,1646.0,1308.0,462.0,804.0,435,1,12,Buffalo Sabres,16,1025,94,284,378,807,2008,23.625
390,Colten Teubert,195.0,76.0,D,810.0,21.0,EDM,24.0,0.0,1.0,1.0,-5.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,33.0,303:24,12:39,0.0,0.0,0.0,28.0,68.0,1.0,9.0,436,1,13,Los Angeles Kings,1,24,0,1,1,25,2008,1.0
392,Erik Karlsson,190.0,72.0,D,289.0,19.0,OTT,1002.0,189.0,628.0,817.0,-99.0,466.0,145.0,42.0,2.0,37.0,375.0,248.0,5.0,2783.0,4.5,250.0,1206:48,28:58,0.0,0.0,0.0,1333.0,750.0,807.0,1141.0,438,1,15,Ottawa Senators,16,1034,191,645,836,472,2008,52.25
394,Jake Gardiner,203.0,74.0,D,228.0,21.0,TOR,645.0,49.0,228.0,277.0,-16.0,226.0,40.0,8.0,1.0,7.0,148.0,79.0,1.0,897.0,8.9,207.0,1618:51,22:32,0.0,0.0,0.0,649.0,608.0,290.0,582.0,440,1,17,Anaheim Ducks,12,645,49,228,277,226,2008,23.08333333333333
395,Luca Sbisa,204.0,75.0,D,932.0,20.0,ANA,510.0,20.0,86.0,106.0,-12.0,349.0,19.0,1.0,0.0,5.0,76.0,6.0,4.0,499.0,0.0,13.0,101:02,19:50,0.0,0.0,0.0,724.0,1055.0,110.0,244.0,442,1,19,Philadelphia Flyers,13,549,20,93,113,385,2008,8.692307692307692
396,Michael Del Zotto,201.0,72.0,D,183.0,19.0,NYR,845.0,67.0,221.0,288.0,-41.0,310.0,53.0,11.0,3.0,8.0,150.0,68.0,3.0,1209.0,11.1,208.0,1517:35,23:25,0.0,0.0,0.0,1166.0,1879.0,204.0,476.0,443,1,20,New York Rangers,13,736,63,199,262,284,2008,20.153846153846157
397,Anton Gustafsson,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,1,21,Washington Capitals,0,0,0,0,0,0,2008,0.0
399,Tyler Cuma,194.0,73.0,D,847.0,22.0,MIN,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11:09,11:09,0.0,0.0,0.0,1.0,2.0,0.0,0.0,446,1,23,Minnesota Wild,1,1,0,0,0,2,2008,0.0
403,John Carlson,218.0,75.0,D,592.0,20.0,WSH,1009.0,151.0,523.0,674.0,86.0,342.0,103.0,46.0,2.0,32.0,312.0,204.0,7.0,2353.0,4.8,60.0,335:25,25:54,0.0,0.0,0.0,1964.0,875.0,590.0,963.0,450,1,27,Washington Capitals,16,1039,154,543,697,354,2008,43.5625
406,Vyacheslav Voynov,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455,2,32,Los Angeles Kings,4,190,18,63,81,72,2008,20.25
410,Cody Goloubef,200.0,73.0,D,872.0,22.0,CBJ,186.0,4.0,23.0,27.0,-10.0,84.0,4.0,0.0,0.0,1.0,22.0,0.0,1.0,155.0,0.0,0.0,6:00,9:49,0.0,0.0,0.0,180.0,222.0,17.0,77.0,460,2,37,Columbus Blue Jackets,8,160,3,22,25,76,2008,3.125
411,Roman Josi,201.0,73.0,D,397.0,21.0,NSH,909.0,181.0,505.0,686.0,85.0,381.0,117.0,63.0,1.0,34.0,315.0,181.0,9.0,2690.0,7.8,131.0,956:19,26:28,0.0,0.0,0.0,1719.0,637.0,336.0,581.0,461,2,38,Nashville Predators,14,938,188,521,709,389,2008,50.642857142857146
413,Aaron Ness,184.0,70.0,D,929.0,21.0,NYI,72.0,1.0,6.0,7.0,-7.0,22.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,51.0,0.0,18.0,152:26,16:56,0.0,0.0,0.0,80.0,42.0,7.0,23.0,463,2,40,New York Islanders,7,72,1,6,7,22,2008,1.0
414,Yann Sauvé,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,2,41,Vancouver Canucks,2,8,0,0,0,0,2008,0.0
415,Patrick Wiercioch,202.0,77.0,D,729.0,20.0,OTT,268.0,16.0,58.0,74.0,-5.0,138.0,9.0,7.0,0.0,2.0,35.0,23.0,0.0,379.0,0.0,15.0,111:13,18:03,0.0,0.0,0.0,236.0,241.0,28.0,142.0,465,2,42,Ottawa Senators,6,268,16,58,74,138,2008,12.333333333333334
416,Justin Schultz,193.0,74.0,D,123.0,22.0,EDM,808.0,75.0,267.0,342.0,-72.0,214.0,59.0,16.0,0.0,17.0,150.0,117.0,0.0,1233.0,9.4,190.0,1029:35,23:21,0.0,1.0,0.0,976.0,446.0,203.0,441.0,466,2,43,Anaheim Ducks,12,745,71,253,324,198,2008,27.0
419,Colby Robak,194.0,75.0,D,948.0,21.0,FLA,59.0,0.0,5.0,5.0,0.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,47.0,0.0,4.0,37:42,18:34,0.0,0.0,0.0,54.0,54.0,12.0,25.0,469,2,46,Florida Panthers,4,47,0,4,4,25,2008,1.0
423,Cameron Gaunce,204.0,74.0,D,755.0,20.0,COL,37.0,3.0,6.0,9.0,4.0,47.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,28.0,25.0,12.0,140:03,15:40,0.0,0.0,0.0,24.0,53.0,8.0,22.0,473,2,50,Colorado Avalanche,5,37,3,6,9,47,2008,1.8
425,Brandon Burlon,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,2,52,New Jersey Devils,0,0,0,0,0,0,2008,0.0
426,Travis Hamonic,205.0,74.0,D,289.0,20.0,NYI,884.0,56.0,189.0,245.0,-4.0,769.0,48.0,6.0,2.0,4.0,162.0,20.0,7.0,1559.0,4.2,256.0,1337:30,25:01,0.0,0.0,0.0,1766.0,1380.0,379.0,668.0,476,2,53,New York Islanders,15,870,52,184,236,766,2008,15.733333333333333
428,Marco Scandella,210.0,75.0,D,716.0,20.0,MIN,846.0,55.0,128.0,183.0,25.0,314.0,50.0,4.0,1.0,10.0,107.0,14.0,7.0,1068.0,0.0,27.0,299:23,23:19,0.0,0.0,0.0,1042.0,913.0,277.0,460.0,478,2,55,Minnesota Wild,14,784,51,119,170,294,2008,12.142857142857142
430,Eric Mestery,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,2,57,Washington Capitals,0,0,0,0,0,0,2008,0.0
438,Marc-André Bourdon,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,3,67,Philadelphia Flyers,1,45,4,3,7,52,2008,7.0
439,Shawn Lalonde,204.0,73.0,D,838.0,22.0,CHI,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14:47,14:47,0.0,0.0,0.0,0.0,3.0,1.0,0.0,491,3,68,Chicago Blackhawks,1,1,0,0,0,0,2008,0.0
440,Michael Stone,210.0,75.0,D,695.0,21.0,PHX,616.0,44.0,116.0,160.0,-47.0,341.0,38.0,6.0,0.0,4.0,79.0,36.0,1.0,959.0,7.7,25.0,180:29,22:29,0.0,0.0,0.0,1145.0,1136.0,94.0,185.0,492,3,69,Phoenix Coyotes,12,552,41,104,145,309,2008,12.083333333333334
442,Josh Brittain,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494,3,71,Anaheim Ducks,0,0,0,0,0,0,2008,0.0
443,Jyri Niemi,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495,3,72,New York Islanders,0,0,0,0,0,0,2008,0.0
445,Andrew Campbell,205.0,76.0,D,846.0,25.0,LAK,42.0,0.0,2.0,2.0,-13.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33.0,0.0,7.0,38:05,17:32,0.0,0.0,0.0,69.0,75.0,3.0,7.0,497,3,74,Los Angeles Kings,3,42,0,2,2,12,2008,0.6666666666666666
447,Mathieu Brodeur,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499,3,76,Phoenix Coyotes,0,0,0,0,0,0,2008,0.0
450,Adam Comrie,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503,3,80,Florida Panthers,0,0,0,0,0,0,2008,0.0
451,Corey Fienhage,0.0,0.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504,3,81,Buffalo Sabres,0,0,0,0,0,0,2008,0.0
458,Tomas Kundratek,201.0,74.0,D,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513,3,90,New York Rangers,2,30,1,6,7,10,2008,3.5
